surface,slot,canonical_value,level,priority,category_hint,need_hint,gate_hint,is_protected,allow_nested,match_type,source,memo,use_typo,typo_threshold,use_embedding,embedding_text,embedding_threshold
키트루다,coverage_focus,면역항암약물치료비,5,7700,항암치료비보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,키트루다 면역항암약물치료비 항암치료비보험 보장 치료 진단 수술 암 최신 치료 고액 치료비,0.82
킴리아,coverage_focus,CAR-T치료비,5,7700,항암치료비보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,킴리아 CAR-T치료비 항암치료비보험 보장 치료 진단 수술 암 최신 치료 고액 치료비,0.82
태아심박,coverage_focus,태아심박보장,5,7700,임신출산보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,태아심박 태아심박보장 임신출산보험 보장 치료 진단 수술 여성 생애주기 난임 출산 정신건강,0.82
토모테라피,coverage_focus,토모테라피치료비,5,7700,항암치료비보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,토모테라피 토모테라피치료비 항암치료비보험 보장 치료 진단 수술 암 최신 치료 고액 치료비,0.82
폐암,coverage_focus,폐암진단비,5,7700,암보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,폐암 폐암진단비 암보험 보장 치료 진단 수술 암 최신 치료 고액 치료비,0.82
피부암,coverage_focus,피부암진단비,5,7700,암보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,피부암 피부암진단비 암보험 보장 치료 진단 수술 암 최신 치료 고액 치료비,0.82
하이푸,coverage_focus,하이푸치료비,5,7700,항암치료비보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,하이푸 하이푸치료비 항암치료비보험 보장 치료 진단 수술 암 최신 치료 고액 치료비,0.82
항암호르몬,coverage_focus,항암호르몬치료비,5,7700,항암치료비보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,항암호르몬 항암호르몬치료비 항암치료비보험 보장 치료 진단 수술 암 최신 치료 고액 치료비,0.82
허셉틴,coverage_focus,표적항암약물치료비,5,7700,항암치료비보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,허셉틴 표적항암약물치료비 항암치료비보험 보장 치료 진단 수술 암 최신 치료 고액 치료비,0.82
호르몬항암,coverage_focus,항암호르몬치료비,5,7700,항암치료비보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,호르몬항암 항암호르몬치료비 항암치료비보험 보장 치료 진단 수술 암 최신 치료 고액 치료비,0.82
후두암,coverage_focus,후두암진단비,5,7700,암보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,후두암 후두암진단비 암보험 보장 치료 진단 수술 암 최신 치료 고액 치료비,0.82
흉터치료,coverage_focus,흉터치료비,5,7700,여성건강보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,흉터치료 흉터치료비 여성건강보험 보장 치료 진단 수술 여성 생애주기 난임 출산 정신건강,0.82
흑색종,coverage_focus,흑색종진단비,5,7700,암보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,흑색종 흑색종진단비 암보험 보장 치료 진단 수술 암 최신 치료 고액 치료비,0.82
1-5종수술,coverage_focus,1-5종수술비,5,7650,질병수술비보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,1-5종수술 1-5종수술비 질병수술비보험 보장 치료 진단 수술 수술비 통합치료비,0.82
112대수술,coverage_focus,112대질병수술비,5,7650,질병수술비보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,112대수술 112대질병수술비 질병수술비보험 보장 치료 진단 수술 수술비 통합치료비,0.82
120대수술,coverage_focus,120대질병수술비,5,7650,질병수술비보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,120대수술 120대질병수술비 질병수술비보험 보장 치료 진단 수술 수술비 통합치료비,0.82
136대수술,coverage_focus,136대질병수술비,5,7650,질병수술비보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,136대수술 136대질병수술비 질병수술비보험 보장 치료 진단 수술 수술비 통합치료비,0.82
16대질병수술,coverage_focus,16대질병수술비,5,7650,질병수술비보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,16대질병수술 16대질병수술비 질병수술비보험 보장 치료 진단 수술 수술비 통합치료비,0.82
1종수술,coverage_focus,1종수술비,5,7650,질병수술비보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,1종수술 1종수술비 질병수술비보험 보장 치료 진단 수술 수술비 통합치료비,0.82
2종수술,coverage_focus,2종수술비,5,7650,질병수술비보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,2종수술 2종수술비 질병수술비보험 보장 치료 진단 수술 수술비 통합치료비,0.82
3종수술,coverage_focus,3종수술비,5,7650,질병수술비보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,3종수술 3종수술비 질병수술비보험 보장 치료 진단 수술 수술비 통합치료비,0.82
4종수술,coverage_focus,4종수술비,5,7650,질병수술비보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,4종수술 4종수술비 질병수술비보험 보장 치료 진단 수술 수술비 통합치료비,0.82
5대기관수술,coverage_focus,5대기관질병수술비,5,7650,질병수술비보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,5대기관수술 5대기관질병수술비 질병수술비보험 보장 치료 진단 수술 수술비 통합치료비,0.82
5종수술,coverage_focus,5종수술비,5,7650,질병수술비보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,5종수술 5종수술비 질병수술비보험 보장 치료 진단 수술 수술비 통합치료비,0.82
64대수술,coverage_focus,64대질병수술비,5,7650,질병수술비보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,64대수술 64대질병수술비 질병수술비보험 보장 치료 진단 수술 수술비 통합치료비,0.82
71대수술,coverage_focus,71대질병수술비,5,7650,질병수술비보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,71대수술 71대질병수술비 질병수술비보험 보장 치료 진단 수술 수술비 통합치료비,0.82
N대수술,coverage_focus,N대수술비,5,7650,질병수술비보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,N대수술 N대수술비 질병수술비보험 보장 치료 진단 수술 수술비 통합치료비,0.82
경동맥협착,coverage_focus,경동맥협착진단비,5,7650,뇌심장보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,경동맥협착 경동맥협착진단비 뇌심장보험 보장 치료 진단 수술 뇌심장 순환계 치료비,0.82
관상동맥우회술,coverage_focus,관상동맥우회술비,5,7650,뇌심장보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,관상동맥우회술 관상동맥우회술비 뇌심장보험 보장 치료 진단 수술 뇌심장 순환계 치료비,0.82
급성심근경색,coverage_focus,급성심근경색진단비,5,7650,뇌심장보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,급성심근경색 급성심근경색진단비 뇌심장보험 보장 치료 진단 수술 뇌심장 순환계 치료비,0.82
뇌경색,coverage_focus,뇌경색진단비,5,7650,뇌심장보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,뇌경색 뇌경색진단비 뇌심장보험 보장 치료 진단 수술 뇌심장 순환계 치료비,0.82
뇌동맥류,coverage_focus,뇌동맥류진단비,5,7650,뇌심장보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,뇌동맥류 뇌동맥류진단비 뇌심장보험 보장 치료 진단 수술 뇌심장 순환계 치료비,0.82
뇌졸중,coverage_focus,뇌졸중진단비,5,7650,뇌심장보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,뇌졸중 뇌졸중진단비 뇌심장보험 보장 치료 진단 수술 뇌심장 순환계 치료비,0.82
뇌출혈,coverage_focus,뇌출혈진단비,5,7650,뇌심장보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,뇌출혈 뇌출혈진단비 뇌심장보험 보장 치료 진단 수술 뇌심장 순환계 치료비,0.82
뇌혈관조영술,coverage_focus,뇌혈관조영검사비,5,7650,뇌심장보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,뇌혈관조영술 뇌혈관조영검사비 뇌심장보험 보장 치료 진단 수술 뇌심장 순환계 치료비,0.82
뇌혈전제거술,coverage_focus,뇌혈전제거술비,5,7650,뇌심장보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,뇌혈전제거술 뇌혈전제거술비 뇌심장보험 보장 치료 진단 수술 뇌심장 순환계 치료비,0.82
대동맥류,coverage_focus,대동맥류진단비,5,7650,뇌심장보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,대동맥류 대동맥류진단비 뇌심장보험 보장 치료 진단 수술 뇌심장 순환계 치료비,0.82
대동맥박리,coverage_focus,대동맥박리진단비,5,7650,뇌심장보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,대동맥박리 대동맥박리진단비 뇌심장보험 보장 치료 진단 수술 뇌심장 순환계 치료비,0.82
부정맥,coverage_focus,부정맥진단비,5,7650,뇌심장보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,부정맥 부정맥진단비 뇌심장보험 보장 치료 진단 수술 뇌심장 순환계 치료비,0.82
상해통합치료,coverage_focus,상해통합치료비,5,7650,상해수술비보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,상해통합치료 상해통합치료비 상해수술비보험 보장 치료 진단 수술 수술비 통합치료비,0.82
순환계질환,coverage_focus,순환계질환진단비,5,7650,순환계질환보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,순환계질환 순환계질환진단비 순환계질환보험 보장 치료 진단 수술 뇌심장 순환계 치료비,0.82
순환계치료,coverage_focus,순환계치료비,5,7650,순환계질환보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,순환계치료 순환계치료비 순환계질환보험 보장 치료 진단 수술 뇌심장 순환계 치료비,0.82
스텐트,coverage_focus,심혈관중재술비,5,7650,뇌심장보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,스텐트 심혈관중재술비 뇌심장보험 보장 치료 진단 수술 뇌심장 순환계 치료비,0.82
심부전,coverage_focus,심부전진단비,5,7650,순환계질환보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,심부전 심부전진단비 순환계질환보험 보장 치료 진단 수술 뇌심장 순환계 치료비,0.82
심장스텐트,coverage_focus,심혈관중재술비,5,7650,심장질환보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,심장스텐트 심혈관중재술비 뇌심장보험 보장 치료 진단 수술 뇌심장 순환계 치료비,0.82
심장판막,coverage_focus,심장판막수술비,5,7650,뇌심장보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,심장판막 심장판막수술비 뇌심장보험 보장 치료 진단 수술 뇌심장 순환계 치료비,0.82
질병통합치료,coverage_focus,질병통합치료비,5,7650,질병수술비보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,질병통합치료 질병통합치료비 질병수술비보험 보장 치료 진단 수술 수술비 통합치료비,0.82
허혈성심장질환,coverage_focus,허혈성심장질환진단비,5,7650,뇌심장보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,허혈성심장질환 허혈성심장질환진단비 뇌심장보험 보장 치료 진단 수술 뇌심장 순환계 치료비,0.82
혈전용해,coverage_focus,혈전용해치료비,5,7650,뇌심장보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,혈전용해 혈전용해치료비 뇌심장보험 보장 치료 진단 수술 뇌심장 순환계 치료비,0.82
협심증,coverage_focus,협심증진단비,5,7650,뇌심장보험,보장범위확인,detailed,N,N,contains,base_massive_v3,coverage massive v3,Y,0.90,Y,협심증 협심증진단비 뇌심장보험 보장 치료 진단 수술 뇌심장 순환계 치료비,0.82
1-5종 수술,coverage_focus,1-5종수술비,5,7600,수술비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,수술/입원/간병/장기요양 담보,Y,0.90,Y,1-5종 수술 1-5종수술비 수술비보험 보장범위확인 수술/입원/간병/장기요양 담보,0.82
119대수술,coverage_focus,N대수술비,5,7600,수술비보험,보장범위확인,detailed,N,N,contains,base_massive_v2,수술/입원/간병/장기요양 담보,Y,0.90,Y,119대수술 N대수술비 수술비보험 보장범위확인 수술/입원/간병/장기요양 담보,0.82
